Datetime,Contagem
2012-08-25,3335.9438628419193
2012-08-26,1723.0543466556862
2012-08-27,2264.77622809241
2012-08-28,1723.4355686991246
2012-08-29,2044.0551203872253
2012-08-30,1742.9345348305983
2012-08-31,1966.0295555876598
2012-09-01,1763.0455969132909
2012-09-02,1946.2830686169284
2012-09-03,1785.8907986926467
2012-09-04,1905.9599477690329
2012-09-05,1761.8910113741767
2012-09-06,1913.716308494061
2012-09-07,1776.869470116353
2012-09-08,1864.7846639495797
2012-09-09,1814.953031785736
2012-09-10,1829.0743871304248
2012-09-11,1812.5054817929947
2012-09-12,1820.9326529801915
2012-09-13,1835.5936493557374
2012-09-14,1812.1752500546083
2012-09-15,1842.4927379710539
2012-09-16,1822.9912259688645
2012-09-17,1820.6707543345176
2012-09-18,1841.5745417189937
2012-09-19,1906.4075036275074
2012-09-20,1824.356160124362
2012-09-21,1831.2670829786832
2012-09-22,1830.44221529851
2012-09-23,1820.7521180651665
2012-09-24,1849.8605801274678
2012-09-25,1876.5551996321788
2012-09-26,1851.7332509979756
2012-09-27,1836.8716645680997
2012-09-28,1837.610154390824
2012-09-29,1814.4857031747088
2012-09-30,1820.642241999162
2012-10-01,2069.526241997709
2012-10-02,1760.940779585194
2012-10-03,1956.859046212615
2012-10-04,1744.2216432381213
2012-10-05,1966.125668682064
2012-10-06,1751.7715058349995
2012-10-07,1923.280682327551
2012-10-08,1818.2157302660044
2012-10-09,2121.768765067687
2012-10-10,1622.3790952185852
2012-10-11,2228.845617153641
2012-10-12,1557.4625124166896
2012-10-13,2143.1715581332755
2012-10-14,1624.624347548186
2012-10-15,2216.528029431473
2012-10-16,1697.812519286352
2012-10-17,2167.0793951757732
2012-10-18,1583.1999912840377
2012-10-19,2219.488878959039
2012-10-20,1901.042487798162
2012-10-21,2051.880109100024
2012-10-22,1879.9522395658842
2012-10-23,2040.717493903536
2012-10-24,1792.7617083301031
2012-10-25,1984.6790311007649
2012-10-26,1846.4041706270732
2012-10-27,1940.0256155813495
2012-10-28,1779.5253092919793
2012-10-29,2018.6053544868132
2012-10-30,1886.2424471995812
2012-10-31,2014.5266110887208
2012-11-01,1958.9423654113368
2012-11-02,1904.9736675313802
2012-11-03,2650.2875476984364
2012-11-04,1549.2980205879892
2012-11-05,2385.419701669891
2012-11-06,1859.5983683657757
2012-11-07,2137.865905578041
2012-11-08,1776.2047430969765
2012-11-09,2042.2284809003247
2012-11-10,1871.0043507785244
2012-11-11,2074.3943458501676
2012-11-12,2197.7041788363967
2012-11-13,1971.7587980502778
2012-11-14,1947.5009599496082
2012-11-15,1914.86664594111
2012-11-16,1988.0469472188117
2012-11-17,2052.740897399884
2012-11-18,1803.1174379295912
2012-11-19,2018.9580243980229
2012-11-20,1863.4562228558625
2012-11-21,1999.6424662759612
2012-11-22,1930.3082544852778
2012-11-23,1964.319157784002
2012-11-24,1858.8206402175626
2012-11-25,1846.281720679016
2012-11-26,1888.2516095750257
2012-11-27,1829.4804479508362
2012-11-28,2063.60670534813
2012-11-29,1715.90233727233
2012-11-30,1995.7980682141656
2012-12-01,1762.4287647996512
2012-12-02,1993.613555587222
2012-12-03,1857.7014201657162
2012-12-04,2077.2502732172825
2012-12-05,1847.639561543899
2012-12-06,1949.3333888657214
2012-12-07,1826.8157422736945
2012-12-08,2178.3171894430143
2012-12-09,1672.054773223
2012-12-10,2071.756753285852
2012-12-11,1957.8787040172585
2012-12-12,2158.375461213406
2012-12-13,1756.7415254453892
2012-12-14,2159.3587393491825
2012-12-15,1833.711139974682
2012-12-16,1956.188814893837
2012-12-17,2190.9645767944776
2012-12-18,1896.307814726486
2012-12-19,2021.3874063161659
2012-12-20,1890.7542209508601
2012-12-21,2143.7837979150927
2012-12-22,1909.4340979026163
2012-12-23,1894.172507069848
2012-12-24,2059.5496475930886
2012-12-25,2056.629553493448
2012-12-26,1882.7628628019556
2012-12-27,1927.610157847526
2012-12-28,1919.9602143872044
2012-12-29,1897.1762514169918
2012-12-30,1958.3806434747364
2012-12-31,1922.752661370026
2013-01-01,2207.7703320877545
2013-01-02,1774.5580526429017
2013-01-03,2054.028291930645
2013-01-04,1800.2749440119103
2013-01-05,2266.9805950419386
2013-01-06,1680.127796549581
2013-01-07,2037.1070257529077
2013-01-08,1996.4857459873053
2013-01-09,1922.6617829405684
2013-01-10,1879.2763364534349
2013-01-11,1901.2262351898655
2013-01-12,1989.4653524302557
2013-01-13,1807.6790152782949
2013-01-14,1923.3593344837063
2013-01-15,1899.4251403832086
2013-01-16,2265.9860608748995
2013-01-17,1917.9058549775775
2013-01-18,2448.879314212356
2013-01-19,1860.0656220846176
2013-01-20,2111.521947527099
2013-01-21,1864.6979477872567
2013-01-22,2443.0064315172863
2013-01-23,1844.3917441629399
2013-01-24,2180.4131349720765
2013-01-25,1886.408650935775
2013-01-26,2111.22534259835
2013-01-27,1781.9466031689421
2013-01-28,2061.47430805737
2013-01-29,1935.6416429803478
2013-01-30,1957.9782358316945
2013-01-31,2082.1989085168025
2013-02-01,2066.4441365630973
2013-02-02,1950.3670306134854
2013-02-03,1829.3806474560736
2013-02-04,1933.9932986512445
2013-02-05,2002.6367344916537
2013-02-06,1972.6817794364244
2013-02-07,2095.425213954155
2013-02-08,1852.6762844954894
2013-02-09,2100.6179532617925
2013-02-10,1898.3368571914684
