Datetime,Count
2012-08-25,
2012-08-26,
2012-08-27,
2012-08-28,
2012-08-29,
2012-08-30,
2012-08-31,
2012-09-01,
2012-09-02,
2012-09-03,
2012-09-04,
2012-09-05,
2012-09-06,
2012-09-07,
2012-09-08,
2012-09-09,
2012-09-10,
2012-09-11,
2012-09-12,
2012-09-13,
2012-09-14,
2012-09-15,
2012-09-16,
2012-09-17,
2012-09-18,
2012-09-19,
2012-09-20,
2012-09-21,
2012-09-22,
2012-09-23,4.4422175163537885
2012-09-24,4.46744628285199
2012-09-25,4.4873741828771765
2012-09-26,4.5088258575245295
2012-09-27,4.528290787144361
2012-09-28,4.537036262626612
2012-09-29,4.531138572354641
2012-09-30,4.581745969160057
2012-10-01,4.6082436316557205
2012-10-02,4.619620403785416
2012-10-03,4.622002369251487
2012-10-04,4.651519671691734
2012-10-05,4.659967968385385
2012-10-06,4.665485116334637
2012-10-07,4.695633658808876
2012-10-08,4.742990185070116
2012-10-09,4.76706134231789
2012-10-10,4.822925597441321
2012-10-11,4.859160646316889
2012-10-12,4.884192871365181
2012-10-13,4.911632881658786
2012-10-14,4.957242076846026
2012-10-15,4.999000842462538
2012-10-16,5.052265626896149
2012-10-17,5.066260755081491
2012-10-18,5.080937816396102
2012-10-19,5.123115874752843
2012-10-20,5.176444823466775
2012-10-21,5.223387265728064
2012-10-22,5.276344325125297
2012-10-23,5.307017812831806
2012-10-24,5.318700578621501
2012-10-25,5.3351396015724095
2012-10-26,5.357674693145764
2012-10-27,5.3675830772613615
2012-10-28,5.40719869785436
2012-10-29,5.464121242921611
2012-10-30,5.464307984773233
2012-10-31,5.482027203702269
2012-11-01,5.502195200803924
2012-11-02,5.577539376927396
2012-11-03,5.620696949180543
2012-11-04,5.661077208607659
2012-11-05,5.71935929739015
2012-11-06,5.753934075466543
2012-11-07,5.7467765761049225
2012-11-08,5.769881482123588
2012-11-09,5.77046120688065
2012-11-10,5.7995788359651845
2012-11-11,5.847875497143528
2012-11-12,5.892203932150693
2012-11-13,5.895655288115387
2012-11-14,5.893737826644114
2012-11-15,5.894687558503924
2012-11-16,5.937385353352661
2012-11-17,5.935986546716026
2012-11-18,5.912881640697361
2012-11-19,5.903716872474883
2012-11-20,5.898849153961924
2012-11-21,5.898143660255523
2012-11-22,5.907992467351985
2012-11-23,5.911562405203863
2012-11-24,5.889706084603029
2012-11-25,5.879731321441267
2012-11-26,5.881130128077901
2012-11-27,5.89230864614194
2012-11-28,5.872715757311869
2012-11-29,5.84709758404373
2012-11-30,5.817946873410468
2012-12-01,5.8056162010541765
2012-12-02,5.760118159832532
2012-12-03,5.747669863358892
2012-12-04,5.739859301628481
2012-12-05,5.705793332873574
2012-12-06,5.677690421945212
2012-12-07,5.6903295690410935
2012-12-08,5.687081057836069
2012-12-09,5.6702445595341695
2012-12-10,5.675197472305568
2012-12-11,5.667182715019666
2012-12-12,5.646363231382244
2012-12-13,5.648989260644015
2012-12-14,5.659921847731676
2012-12-15,5.646499845825657
2012-12-16,5.654043616694839
2012-12-17,5.675060670347121
2012-12-18,5.6848873216878095
2012-12-19,5.688293686384361
2012-12-20,5.704169461126338
2012-12-21,5.713445451785451
2012-12-22,5.7017219874115606
2012-12-23,5.718065453679734
2012-12-24,5.7664112276065485
2012-12-25,5.7924810498257635
2012-12-26,5.81093863800277
2012-12-27,5.8039169025554305
2012-12-28,5.813855348299399
2012-12-29,5.834023345401055
2012-12-30,5.8543653294261935
2012-12-31,5.890344693650868
2013-01-01,5.901927288666128
2013-01-02,5.891270679121104
2013-01-03,5.883027025215724
2013-01-04,5.910956559422553
2013-01-05,5.929140265481015
2013-01-06,5.895522536962314
2013-01-07,5.917288574923467
2013-01-08,5.935439797627078
2013-01-09,5.912195128999745
2013-01-10,5.878974691642645
2013-01-11,5.880158247924542
2013-01-12,5.8608670202784685
2013-01-13,5.831335353117752
2013-01-14,5.834537814120739
2013-01-15,5.8360836861804115
2013-01-16,5.84188532479249
2013-01-17,5.870681224432161
2013-01-18,5.895728427388292
2013-01-19,5.890978425301383
2013-01-20,5.884765813385064
2013-01-21,5.925928970540549
2013-01-22,5.943961908424664
2013-01-23,5.939543686559264
2013-01-24,5.949309924048647
2013-01-25,5.969823204971499
2013-01-26,5.97247360706909
2013-01-27,5.978637685018891
2013-01-28,5.99111375770794
2013-01-29,5.99291599841695
2013-01-30,5.986382431420977
2013-01-31,6.000500526071915
2013-02-01,6.0159382177371805
2013-02-02,6.00626878327087
2013-02-03,5.973018244210978
2013-02-04,5.976605933017391
2013-02-05,6.005694459549966
2013-02-06,6.008945898026921
2013-02-07,6.010563466056743
2013-02-08,6.029812225442091
2013-02-09,6.052765270909561
2013-02-10,6.052178745513215
2013-02-11,6.083139561113929
2013-02-12,6.1176512308436015
2013-02-13,6.133062589393607
2013-02-14,6.123304921435304
2013-02-15,6.126452870329746
2013-02-16,6.092900578622635
2013-02-17,6.0569032401007705
2013-02-18,6.079554624384243
2013-02-19,6.095925309473798
2013-02-20,6.077311489920804
2013-02-21,6.059437661328444
2013-02-22,6.085850549278583
2013-02-23,6.107674542726118
2013-02-24,6.1143377661133
2013-02-25,6.147767012454417
2013-02-26,6.17908028935056
2013-02-27,6.192038112012193
2013-02-28,6.202207239184314
2013-03-01,6.215104623530847
2013-03-02,6.220872943730691
2013-03-03,6.213506587132254
2013-03-04,6.257735618487223
2013-03-05,6.301015901020067
2013-03-06,6.312061138885215
2013-03-07,6.322462175600618
2013-03-08,6.339834867129992
2013-03-09,6.341544643609577
2013-03-10,6.338758419739302
2013-03-11,6.344861163151345
2013-03-12,6.359855533520117
2013-03-13,6.356619162714272
2013-03-14,6.359485510976123
2013-03-15,6.367933807669774
2013-03-16,6.356063916265433
2013-03-17,6.334474422715994
2013-03-18,6.354248594567095
2013-03-19,6.367409484897198
2013-03-20,6.330789075274928
2013-03-21,6.3332806561585215
2013-03-22,6.361563910177825
2013-03-23,6.364305180119058
2013-03-24,6.340901853724656
2013-03-25,6.332769265784088
2013-03-26,6.3365012293631
2013-03-27,6.309606237111928
2013-03-28,6.300297656352177
2013-03-29,6.303325603032608
2013-03-30,6.300004608334314
2013-03-31,6.276720970877602
2013-04-01,6.270294734583148
2013-04-02,6.302172675683263
2013-04-03,6.302595157046487
2013-04-04,6.306394644983218
2013-04-05,6.322380414325281
2013-04-06,6.315397365587085
2013-04-07,6.282530918568418
2013-04-08,6.3094877692748925
2013-04-09,6.336385557159287
2013-04-10,6.344351789185918
2013-04-11,6.360018576827442
2013-04-12,6.377124436864474
2013-04-13,6.390263288626281
2013-04-14,6.393007831514969
2013-04-15,6.420611918740192
2013-04-16,6.457600656235349
2013-04-17,6.474718450158778
2013-04-18,6.506141033060357
2013-04-19,6.543214964417819
2013-04-20,6.539092069232885
2013-04-21,6.5158670429641115
