Datetime,Count
2012-08-25,
2012-08-26,
2012-08-27,
2012-08-28,-0.3649850015242427
2012-08-29,-0.3168520517909173
2012-08-30,-0.14441749627535272
2012-08-31,-0.16835241227807302
2012-09-01,0.5799522205799166
2012-09-02,0.6034546163367787
2012-09-03,-0.0672829155968801
2012-09-04,-0.5328121590078181
2012-09-05,0.007740284209883208
2012-09-06,0.05187998548681384
2012-09-07,-0.2563261468356441
2012-09-08,0.5527685597945426
2012-09-09,0.24751135545704045
2012-09-10,-0.30535323527218633
2012-09-11,-0.42663323999582375
2012-09-12,0.025278680636975304
2012-09-13,-0.1283922213547598
2012-09-14,-0.023378569817105135
2012-09-15,0.3045667650977473
2012-09-16,-0.009085912639125449
2012-09-17,-0.29698322466642096
2012-09-18,0.41516111808699757
2012-09-19,0.3345234836799759
2012-09-20,-0.34641640614839064
2012-09-21,-0.35554660073589645
2012-09-22,-0.07063573054177924
2012-09-23,0.28922443370784506
2012-09-24,0.18216824856172448
2012-09-25,0.197535787696766
2012-09-26,-0.004530580348999946
2012-09-27,-0.3047688679369843
2012-09-28,-0.6505775282845447
2012-09-29,-0.48043770191123064
2012-09-30,1.3196953965217966
2012-10-01,0.3574838739127438
2012-10-02,-0.11391442717666661
2012-10-03,-0.4946212989994612
2012-10-04,-0.061135855847613926
2012-10-05,-0.3089685757016993
2012-10-06,-0.006815291901995424
2012-10-07,0.2418986757594656
2012-10-08,0.5943000257613495
2012-10-09,-0.5231398368898972
2012-10-10,0.3926289795710804
2012-10-11,-0.3865133797259791
2012-10-12,-0.31361563139833976
2012-10-13,-0.11981596860922744
2012-10-14,0.7569004222380449
2012-10-15,0.11758171691958413
2012-10-16,0.0330798516982444
2012-10-17,-0.9350641457537181
2012-10-18,-0.21090195209281026
2012-10-19,0.41857777688238557
2012-10-20,0.5693369933895358
2012-10-21,0.4257098068271214
2012-10-22,-0.06063460142871907
2012-10-23,-0.3276450537903884
2012-10-24,-0.20953916719472337
2012-10-25,-0.02280947586949421
2012-10-26,-0.12590858407769318
2012-10-27,-0.2739380606595185
2012-10-28,0.2927879369122394
2012-10-29,0.022011651351469264
2012-10-30,-0.14880160400325143
2012-10-31,-0.1187397396260313
2012-11-01,-0.5226779460505192
2012-11-02,0.6791540766086936
2012-11-03,0.400016658048255
2012-11-04,0.22266713742476835
2012-11-05,0.1051460210115685
2012-11-06,-0.07948786447223882
2012-11-07,-0.3100880573490486
2012-11-08,-0.5563094216073688
2012-11-09,-0.3234145299216577
2012-11-10,0.28731888787355514
2012-11-11,0.9603183708226557
2012-11-12,0.1858794664987991
2012-11-13,-0.3867701378535971
2012-11-14,-0.44757304647837787
2012-11-15,-0.1427786221475632
2012-11-16,0.3038559950881133
2012-11-17,0.14112587302436547
2012-11-18,0.1614165500265083
2012-11-19,-0.25190152182481945
2012-11-20,-0.14147401064779414
2012-11-21,0.19351898039305654
2012-11-22,0.18413928436302418
2012-11-23,0.0016867696892908651
2012-11-24,-0.24278832539323497
2012-11-25,0.13869334572378772
2012-11-26,-0.460270220859146
2012-11-27,0.49753086093835125
2012-11-28,-0.12841624295459836
2012-11-29,-0.33047163813366043
2012-11-30,-0.4139610273446998
2012-12-01,0.1684362375911999
2012-12-02,0.48446275673359324
2012-12-03,0.2633240279272298
2012-12-04,0.0034595500858857764
2012-12-05,-0.3318517295999133
2012-12-06,-0.4631552911680915
2012-12-07,0.38700978538222724
2012-12-08,0.06538634840962937
2012-12-09,-0.11894094626286439
2012-12-10,0.06963681740086042
2012-12-11,0.31837241799070454
2012-12-12,-0.18781200719253915
2012-12-13,-0.1643093193841848
2012-12-14,-0.11168167154324
2012-12-15,-0.21363554434736803
2012-12-16,0.8053352689074917
2012-12-17,0.04587647847740112
2012-12-18,-0.3049928241357563
2012-12-19,-0.3094033466240394
2012-12-20,0.13466725869543994
2012-12-21,0.08762378010948306
2012-12-22,-0.22100060388640935
2012-12-23,0.4212376342656942
2012-12-24,0.29082142709531894
2012-12-25,-0.0413621554834121
2012-12-26,-0.3965748401172347
2012-12-27,-0.22301619866177413
2012-12-28,-0.3540788283420295
2012-12-29,0.2131929863015279
2012-12-30,0.3068864149410015
2012-12-31,0.41949935088183526
2013-01-01,-0.11602948034597454
2013-01-02,-0.38704464623665663
2013-01-03,-0.3459907709254205
2013-01-04,0.3978879879200999
2013-01-05,0.3464108728830891
2013-01-06,-0.2563301861914771
2013-01-07,0.2464602005091146
2013-01-08,0.025766458541620796
2013-01-09,-0.25813006373580555
2013-01-10,-0.3289054435121367
2013-01-11,0.20966826718806925
2013-01-12,0.09044577813497595
2013-01-13,-0.24143585629496261
2013-01-14,-0.5712927139754274
2013-01-15,0.2531600502719897
2013-01-16,0.16785031355684138
2013-01-17,0.4041438066421955
2013-01-18,0.05766382560128451
2013-01-19,-0.062488021400128824
2013-01-20,-0.062422315770439385
2013-01-21,0.18763953894485358
2013-01-22,0.11285468413726746
2013-01-23,-0.11401673819872388
2013-01-24,-0.07643572364202421
2013-01-25,-0.05321231780848064
2013-01-26,0.054372642143244276
2013-01-27,0.0849741299261812
2013-01-28,-0.12118755803217368
2013-01-29,-0.36850417265121466
2013-01-30,0.15562942695312193
2013-01-31,0.40584400537809306
2013-02-01,0.14558996344997382
2013-02-02,-0.283158617640586
2013-02-03,-0.24146065729201333
2013-02-04,-0.07835977919356324
2013-02-05,0.025043536898033014
2013-02-06,0.22170624889575302
2013-02-07,-0.19071846341128273
2013-02-08,-0.1299125058199117
2013-02-09,0.287551207097736
2013-02-10,0.11501192576485536
2013-02-11,0.046818149628516326
2013-02-12,-0.1520819966471974
2013-02-13,-0.20398686371603164
2013-02-14,0.014429506023986419
2013-02-15,0.2849802631436132
2013-02-16,-0.10163383228486994
2013-02-17,-0.32845494884684584
2013-02-18,0.4014959055136847
2013-02-19,0.07088614441162128
2013-02-20,-0.35711848127317763
2013-02-21,-0.59526081381093
2013-02-22,0.39335856248812423
2013-02-23,0.6295856152992751
2013-02-24,0.10986695831113952
2013-02-25,-0.043894017625315696
2013-02-26,-0.06139563556593847
2013-02-27,-0.14061532710184116
2013-02-28,-0.4141922619781907
2013-03-01,0.07858439969195667
2013-03-02,0.4639924392054367
2013-03-03,-0.1349170376345597
2013-03-04,0.03905959346173621
2013-03-05,-0.009432408026879113
2013-03-06,-0.1871935159048022
2013-03-07,-0.12547160150807246
2013-03-08,0.3768192715570167
2013-03-09,0.016084998106002557
2013-03-10,0.05040591655740595
2013-03-11,-0.17731235848433918
2013-03-12,-0.08740303392349685
2013-03-13,-0.035524873399503554
2013-03-14,0.026515766898815754
2013-03-15,0.016557656366578175
2013-03-16,0.03363870726479329
2013-03-17,0.20286392915342372
2013-03-18,0.11462341327528908
2013-03-19,-0.43815071813068746
2013-03-20,-0.6554625299975649
2013-03-21,0.1923347664729066
